ALDH1A1	ALDH1A1	NA
TRAT1	TRA@	0.9998428551
CD3G	TRA@	0.9992875568
HLA-DRB1	TRA@	0.9896107794
SRC	FYB	0.9999998409
ITGA6	GRB2	0.9999999999
BCAR1	FYB	0.9999998409
SFRS1	CD8A	0.1255975407
LAT	CD8A	0.9999873369
SFRS12	CD8A	0.1255975407
MAPK14	SCN8A	0.9672875826
TAL1	LMO1	0.9852752953
LDB1	LMO1	0.4321430853
CD1D	TRB@	0.9513838232
TRAT1	TRB@	0.9999985459
CD3G	TRB@	0.9994431611
ITGB4	GRB2	0.999999931
HLA-DRB1	TRB@	0.9897648768
CD3E	TRB@	0.9999999164
UBB	IKBKB	0.1612847647
GSK3B	MARK2	0.9746645469
CD2	CD4	0.9999999995
DPP4	CD4	0.9999999998
CXCL12	CD4	0.8093628412
CCR5	CD4	1
LAT	CD4	1
IL16	CD4	0.3913433283
JAK1	GRB2	1
ROCK1	ROCK1	NA
UNC119	CD4	0.0113748344
SELL	CD4	0.999999931
PIP	CD4	0.6029959478
PI4KA	CD4	0.9224807288
CD82	CD4	1
HLA-DQA2	CD4	0.8725121593
SPG21	CD4	0.0618815906
MARCH4	CD4	0.7765311653
NR4A1	RPS6KA1	0.9999999108
JAK2	GRB2	1
NR4A1	RPS6KA3	0.9988432533
TGFBR1	FKBP1A	0.9998240479
YY1	FKBP1A	0.0650883324
GLMN	FKBP1A	0.5955979872
TGFB1I1	FKBP1A	0.282343869
FKBP4	FKBP1A	0.8594572641
TRPC3	FKBP1A	0.0480488601
NR4A1	RPS6KA5	0.9999999965
EPB41L2	FKBP2	0.2840074824
BCR	GRB2	0.9999999506
ARFGEF1	FKBP2	0.9531767212
FKBP2	EPB41	0.2192312824
YY1	FKBP3	0.9989304524
HDAC1	FKBP3	0.9989304528
HDAC2	FKBP3	0.9989304528
AKT3	TCL1A	0.1398833487
ITK	ITK	NA
ITK	BMX	0.9999967579
ITK	BTK	0.9999999988
WAS	ITK	0.9999999988
PTPRC	GRB2	1
KPNA2	ITK	0.0003045825
HNRNPK	ITK	0.9999893754
LCP2	ITK	0.9999999988
LAT	ITK	0.9999999988
KHDRBS1	ITK	0.9999999988
SOCS1	ITK	0.9999999988
SH2D2A	ITK	0.99728119
BLNK	ITK	0.9999999988
NR4A1	YWHAZ	0.1291874823
MELK	MBP	0.8750719488
ANXA2	GRB2	0.9999999802
MELK	CDC5L	0.4757867155
MELK	PPP1R8	0.710321877
MELK	SF3B1	0.3117206755
MELK	HIST1H1B	0.8418714977
TUBA4A	TCP1	0.5978374192
MELK	LMNB1	0.1025103209
MELK	EIF2S1	0.874995864
CDC20	TCP1	0.4597637219
WRNIP1	POLD2	0.8996531239
TUBA8	TCP1	0.4116915406
ALOX5	GRB2	0.8702290045
CCT5	TCP1	0.6103504825
CCT7	TCP1	0.350042959
WRNIP1	POLD1	0.8947680078
WRNIP1	POLD4	0.8710742597
SP1	CD2	0.0014245043
SH3KBP1	CD2	0.9999999995
MXD1	CD2	0.0480488601
CD2AP	CD2	0.9999999995
CD2BP2	CD2	0.5978374189
PSTPIP1	CD2	0.9998205461
MAP2	GRB2	0.7703012485
WRN	POLD2	0.4182283403
BTK	PRKCZ	1
BTK	PRKCQ	0.9999870467
DPP4	CCL5	0.9999999997
CCR1	CCL5	0.9999999998
CCR3	CCL5	0.9999999998
CCR5	CCL5	0.9999999998
IGFBP7	CCL5	0.6062620007
CCR4	CCL5	0.997281191
CCRL1	CCL5	0.9999996906
MYOZ1	ACTN2	0.4365732461
MUC1	GRB2	1
SDC4	CCL5	0.9998205465
CCBP2	CCL5	0.9999999997
PARD6A	TCP10	0.7560423264
TCP10	PARD6B	0.8534435593
SP1	TAL1	0.9999975119
HDAC1	TAL1	0.9999975119
MAPK3	TAL1	0.9999975119
EP300	TAL1	0.9999975119
KAT2B	TAL1	0.9999975119
CHD3	TAL1	0.9999975119
NGFR	GRB2	0.015638098
SIN3A	TAL1	0.9999975119
ZHX1	TAL1	0.0927782614
NCAPG2	TAL1	0.6801609093
ELSPBP1	TAL1	0.462614118
DRG1	TAL1	0.6165748739
BTK	PRKCE	1
TERT	TERT	NA
SRC	TERT	0.9983133535
TEP1	TERT	0.7808538106
XPO1	TERT	0.0508235185
HNRNPC	GRB2	0.0081740919
-	TERT	0.040076845
PTGES3	TERT	0.1194282098
SMG6	TERT	0.6019789068
XRCC5	TERT	0.2059792878
MCRS1	TERT	0.3531952626
SMG5	TERT	0.2818561134
BTK	PRKCA	1
POLR3E	POLR3D	0.8655777586
NCAN	TNC	0.5962120135
CNTN1	TNC	0.9465369761
RET	GRB2	1
ACVR1B	TDGF1	0.7948850426
ACVR1C	TDGF1	0.2783663606
CLEC3B	CLEC3B	NA
EEF1A1	EEF1A1	NA
NCF4	TXN	0.0796443516
MAP3K5	TXN	0.2469888106
TXNIP	TXN	0.6252646041
PKN1	MAP2K6	0.5072940733
PKN1	MAPK12	0.4428911812
ITGAV	F2R	0.9993892469
CRK	GRB2	1
SRC	IKBKG	0.0010888258
SNX1	F2R	0.6133486419
GNA12	F2R	0.6157274198
GNA13	F2R	0.5901322251
MAP3K5	TPD52L1	0.5693664531
SERPINA5	THBD	0.9997825942
PDGFB	THBS1	0.8596085141
TGFB1	THBS1	1
KNG1	THBS1	1
CTTN	GRB2	1
CD47	THBS1	0.6065852352
SCARB2	THBS1	0.7718236399
LRP5	THBS1	0.999979918
CORO1A	THBS1	0.6780702236
ACTN1	VCL	1
CDC34	CUL1	0.710504957
THBS2	THBS2	NA
THBS3	THBS2	0.8769631791
CSF1R	GRB2	1
GRK6	TBXA2R	0.8342942709
GRK5	TBXA2R	0.8342950084
GNAQ	TBXA2R	0.3316523611
GNA12	TBXA2R	0.8342949925
GNA13	TBXA2R	0.6861221153
CDC34	ROCK1	0.9478233576
CDC34	UBB	0.4789611297
PIN1	UBB	8.27661438324739E-005
MET	GRB2	1
SGTA	TMPO	0.6678273736
BANF1	TMPO	0.3037324866
AKAP8L	TMPO	0.6944140171
GMCL1	TMPO	0.7322450949
SGTB	TMPO	0.3037324866
YWHAZ	FOXO4	0.2469888106
VIPR1	PTMA	0.9988543375
CREBBP	PTMA	1
CASP3	PTMA	1
KPNA2	PTMA	1
ERBB2	GRB2	1
NCOR1	PTMA	1
RAN	PTMA	0.0774166807
HDAC1	PTMA	1
HIST2H2BE	PTMA	0.9999130522
EP300	PTMA	1
KPNB1	PTMA	0.0774166807
HIST3H3	PTMA	1
HIST1H4A	PTMA	0.9005328667
HDAC2	PTMA	1
NUP62	PTMA	0.0095566823
NR2F2	FAM46A	0.1623476498
SET	PTMA	0.9999999861
HIST1H2AJ	PTMA	0.6801626016
SIN3A	PTMA	1
HIST2H4A	PTMA	0.9999964285
HIST2H3C	PTMA	0.9126718041
HIST1H2BG	PTMA	0.7585546373
NUTF2	PTMA	0.1455487212
PHB2	PTMA	0.9974740928
PPP2CA	EIF4EBP1	0.999996047
P4HB	CD1D	0.3757445094
KCNA5	ACTN2	0.9998756379
KIT	GRB2	1
HSP90B1	TG	0.162782662
LRP2	TG	0.1026379714
P4HB	TG	0.2840648505
RAF1	HSPA8	0.5856712879
RAF1	HSPA4	0.9954341435
BRD8	WEE1	0.9132423802
MMP14	TIMP2	0.9851933701
MMP13	TIMP3	0.9988537478
MMP14	TIMP3	0.9989256652
ADAM17	TIMP3	0.4333034135
DVL2	-	1
MYO7A	PRKAR1A	0.6861221153
PRKX	PRKAR1A	0.9960045147
AKAP4	PRKAR1A	0.9999909784
RFC2	PRKAR1A	0.8283356582
PRKACA	PRKAR1A	1
AKAP10	PRKAR1A	0.9995234607
AKAP11	PRKAR1A	0.999073189
ARFGEF2	PRKAR1A	0.7398177544
AKAP7	PRKAR1A	0.9274358901
PIK3R1	GRB2	1
MYBPC3	TTN	0.1455484141
FHL2	TTN	0.9999978901
MYOM1	TTN	0.4626142932
MYOM2	TTN	0.3146449212
TTN	TCAP	0.2889859334
TRIM63	TTN	0.9999977739
OBSCN	TTN	0.9966528993
ANKRD1	TTN	0.7585530372
ANKRD2	TTN	0.4878139724
ANKRD23	TTN	0.4626142932
PLCG1	GRB2	1
SKP2	UBB	0.020515746
SKP2	WEE1	0.9142201818
WEE1	CSNK2A1	0.9142201818
APBB1	TFCP2	0.9901248992
RNF2	TFCP2	0.145544311
CAMK2A	ACTN2	1
CAMK2G	ACTN2	0.7916560421
E2F1	TFDP1	0.9969002772
TP53	TFDP1	0.9969007221
E2F2	TFDP1	0.6830654739
PDGFRB	GRB2	1
E2F3	TFDP1	0.6831011577
E2F4	TFDP1	0.9393109903
E2F5	TFDP1	0.5784847709
E2F6	TFDP1	0.6830654739
NPDC1	TFDP1	0.7344145253
SERTAD2	TFDP1	0.7261020586
NFYB	NFYA	0.9795440305
SP1	NFYA	0.9722133238
NFYA	USF1	0.8921234265
NFYA	USF2	0.971880863
PRNP	GRB2	0.0128367824
SRF	NFYA	0.9722133238
HMGA1	NFYA	0.9722133221
SFRS1	NFYA	0.9722133238
NFYC	NFYA	0.565592313
NFYA	ZHX3	0.7402624243
ZHX1	NFYA	0.7404768715
ZHX2	NFYA	0.7402624243
CAMK2G	LRRC7	0.1520317023
SP1	NFYB	0.9972095886
ELF1	NFYB	0.99686858
PTPN11	GRB2	1
MYC	NFYB	0.9972095886
CNTN2	NFYB	0.2174747397
CIITA	NFYB	0.7420172602
TBP	NFYB	0.9972095886
TP73	NFYB	0.9972095363
NFYC	NFYB	0.2881801517
CEBPZ	NFYB	0.9944907546
CSDA	NFYB	0.9101250743
SP1	SP1	NA
CEBPB	SP1	1
PTPN6	GRB2	1
E2F1	SP1	0.9999841338
ELF1	SP1	0.9996580371
MYC	SP1	1
CAMK2D	ACTN2	0.9831156401
HCFC1	SP1	0.9999999994
OGT	SP1	0.9999128126
YY1	SP1	0.9999999996
E2F2	SP1	0.9999128126
E2F3	SP1	0.9999650488
PURA	SP1	0.9252076551
PTPRA	GRB2	0.9999513298
SREBF2	SP1	0.9999810371
SP4	SP1	0.9672875826
SHC1	SP1	2.09408063399704E-010
CASP3	SP1	1
MEF2C	SP1	0.9999999839
MEF2D	SP1	0.9990230864
HMGA1	SP1	0.9999999982
HDAC1	SP1	1
SMAD2	SP1	0.0041988016
PSMC5	SP1	0.9999287471
PTPN1	GRB2	0.9999999998
MAPK3	SP1	1
SP3	SP1	0.9999931041
KLF10	SP1	0.6801626016
KLF6	SP1	0.1207986221
KLF4	SP1	0.7067652317
RBBP4	SP1	1
HDAC2	SP1	1
RARA	SP1	1
SF3A1	SP1	0.3783398863
HSPA8	SP1	5.75613199867292E-005
NCOA2	ACTN2	3.84914195310696E-005
EPHA2	GRB2	1
PER3	SP1	0.1629693699
PPP1R13L	SP1	0.9005328667
RNASEN	SP1	0.8977099342
ZBTB7A	SP1	0.9895391546
MIER1	SP1	0.8977099342
POGZ	SP1	0.6801626016
ZBTB16	SP1	0.0033276034
GABPA	SP1	0.9996580371
TAF4	SP1	0.9999999996
AATF	SP1	0.8968356466
MAPK1	GRB2	1.14043807688245E-016
C14orf106	SP1	0.6801626016
SKIV2L2	SP1	0.0045297548
LRRC7	ACTN2	0.9977208179
ANKRD1	CASQ2	0.7506195146
SMAD2	ZEB1	0.7948850427
FBXO5	EVI5	0.4193722138
DRAP1	ZEB1	0.9181935817
CTBP1	ZEB1	0.9620597462
RUNX2	PRKCD	0.0008378532
CHRND	GRB2	0.9500663828
SMAD3	ZEB1	0.7948850427
GTF2E2	GTF2E1	0.999453656
GTF2F2	GTF2E1	0.9999964078
GTF2H1	GTF2E1	0.2661431915
TBP	GTF2E1	0.9999964079
AES	GTF2E1	0.708356702
GTF2A2	GTF2E1	0.9996544462
GTF2A1	GTF2E1	0.999996043
TCEA1	GTF2E1	0.9996544462
GTF2H4	GTF2E1	0.3146444547
SOS1	GRB2	1
SND1	GTF2E1	0.9999614568
TRIM24	GTF2E1	0.9999964079
GTF2B	GTF2E1	0.9999964079
TAF6	GTF2E1	0.9999928157
GTF2F1	GTF2E2	0.9966683493
GTF2F2	GTF2E2	0.9994572461
GTF2H1	GTF2E2	0.2659996967
XPA	GTF2E2	0.8466808722
TBP	GTF2E2	0.9994572462
GTF2A1	GTF2E2	0.9994568815
CD28	GRB2	1
SND1	GTF2E2	0.9994223139
MNAT1	GTF2E2	0.9667281577
KLF5	GTF2E2	0.9974879112
NUP62	GTF2E2	0.3390346983
GTF2B	GTF2E2	0.9994572462
CCNH	GTF2E2	0.8277449805
ATF7IP	GTF2E2	0.3390346984
SUPT16H	GTF2E2	0.9991154689
MAGI1	RPS6KA3	0.0234813877
MAGI1	RPS6KA2	0.7600436593
ITK	GRB2	0.9999999988
CEBPB	CEBPB	NA
MYB	CEBPB	1
MYC	CEBPB	1
ELK1	CEBPB	0.9999999559
RUNX2	CEBPB	0.9999962883
SRF	CEBPB	1
HMGA1	CEBPB	0.9999999982
HNRNPK	CEBPB	0.0988648667
SMAD4	CEBPB	0.0136004884
STAT5A	CEBPB	0.0136075241
CCL5	GRB2	0.9999999998
STAT6	CEBPB	0.9987566146
SMARCB1	CEBPB	0.774806917
RPS6KA1	CEBPB	0.9999999143
SMARCC1	CEBPB	0.999295654
TRIM28	CEBPB	0.9999999996
NOLC1	CEBPB	0.8136859825
EP300	CEBPB	1
PRKAR1A	GRB2	0.0182463876
SMAD3	CEBPB	0.0136004884
SMARCA4	CEBPB	0.9999999999
MED23	CEBPB	0.9980295956
SPIB	CEBPB	0.9999128126
CAMK2A	CEBPB	0.0037797301
ATF4	CEBPB	0.9999991085
TAF9	CEBPB	0.9999999998
MAGI1	RPS6KA1	0.0235085791
SHANK1	RPS6KA3	0.1205291071
SRF	TEAD1	0.9999128126
ABL1	GRB2	1
MEF2A	TEAD1	0.99990886
VGLL1	TEAD1	0.3146181518
YAP1	TEAD1	0.4182283222
VGLL4	TEAD1	0.8976316652
VGLL2	TEAD1	0.8976316652
GTF2F2	GTF2F1	0.9972095886
MYC	GTF2F1	0.9972095886
TAF1	GTF2F1	0.9972095886
AR	GTF2F1	0.9972095886
GTF2A1	GTF2F1	0.9972092248
HRAS	GRB2	1
SRF	GTF2F1	0.9972095886
SHANK1	RPS6KA2	0.1321831957
CTDSP1	GTF2F1	0.8507550793
GTF2B	GTF2F1	0.9972095886
ATF7IP	GTF2F1	0.1258816146
CALM1	GRM3	0.1455487212
HTATSF1	GTF2F2	0.8750719495
AR	GTF2F2	1
TBP	GTF2F2	1
AHR	GTF2F2	0.9999999994
PDLIM1	ACTN2	0.6062620008
SRC	GRB2	1
KLF5	GTF2F2	0.9980295956
ATF4	GTF2F2	0.9999991085
GTF2B	GTF2F2	1
TAF5	GTF2F2	0.9999998834
C19orf2	GTF2F2	0.9005328666
POLR2E	GTF2F2	0.9999988584
TRAM2	GTF2F2	0.9895391546
GNB5	GNGT1	0.9943908766
PLEKHB1	GNGT1	0.9943646385
GTF2H1	E2F1	0.9999995537
ERBB3	GRB2	1
TP53	E2F1	0.9999995537
PURA	E2F1	0.9251929756
SP4	E2F1	0.9672722354
SKP2	E2F1	0.9999841338
BRD2	E2F1	0.9895234544
SP2	E2F1	0.68015181
SP3	E2F1	0.999977238
NDN	E2F1	0.9999995533
TFDP2	E2F1	0.9852621141
MNAT1	E2F1	0.9997778398
TNFRSF1A	GRB2	0.3532411761
MDM4	E2F1	0.9999995505
E2F6	E2F1	0.9998969478
TRRAP	E2F1	0.9999829922
CUL1	E2F1	0.9999995537
CHEK2	E2F1	0.9999995537
CTDP1	E2F1	0.9999829064
TP53BP1	E2F1	0.9879619426
ATM	E2F1	0.9999995537
ATR	E2F1	0.9999995537
TOPBP1	E2F1	0.9148303237
KDR	GRB2	1
ARID3A	E2F1	0.9969002772
NPDC1	E2F1	0.5114996079
CDK7	E2F1	0.9999841284
SERTAD2	E2F1	0.9005185786
CALM1	GRM4	0.616576408
GIPC1	DRD3	0.9995947093
GTF2H1	GTF2H1	NA
TP53	GTF2H1	1
XPA	GTF2H1	1
XPC	GTF2H1	0.8538547068
NTRK1	GRB2	1
AR	GTF2H1	0.2661441475
HNRNPU	GTF2H1	0.9950003798
CCNH	GTF2H1	0.9994673054
KIF13A	GTF2H1	0.7283594469
ATF7IP	GTF2H1	0.0392200281
FUBP1	GTF2H1	0.9422312267
CDK7	GTF2H1	0.2661441461
MMS19	GTF2H1	0.2633600547
GIPC1	DRD2	0.3578216264
PDE6G	FNBP1	0.9825963502
REPS2	GRB2	0.9994717917
GTF2H1	GTF2H2	0.9999856299
HMGA1	ELF1	0.9996580353
ABL1	ABL1	NA
SRC	ABL1	1
TP53	ABL1	0.0312636558
NTRK1	ABL1	1
ABL1	BTK	1
RFX1	ABL1	0.0289678433
PTPN12	ABL1	1
NCK1	ABL1	1
SLC9A2	ABL1	0.9992961172
INPPL1	ABL1	0.9999999846
PRKDC	ABL1	0.0031033662
EPHB2	ABL1	1
RAN	ABL1	3.11698587412551E-005
TUB	ABL1	0.9999552553
SOS2	ABL1	0.9999999992
BIN1	ABL1	1
ABL1	MAP4K1	0.9999999991
ABL1	TP73	0.0086115222
WAS	GRB2	1
CRKL	ABL1	1
SH3BP2	ABL1	0.9999999999
ABL1	CASP9	0.0007961822
PXN	ABL1	1
APBB1	ABL1	0.5595187713
GRIN2D	ABL1	1
DOK1	ABL1	1
BCAR1	ABL1	1
NRAP	ACTN3	0.4880147952
ABL1	RAD9A	0.0063464961
SH2D1A	GRB2	0.9999999846
MAP4K5	ABL1	0.9922438762
PAK2	ABL1	1
WASF1	ABL1	0.9999999819
NCSTN	ABL1	0.1026379714
SORBS1	ABL1	0.9999999854
NRAP	KBTBD10	0.9651952662
ADAM15	ABL1	1
PAG1	ABL1	1
RIN1	ABL1	0.6746719032
ABL1	PSTPIP1	0.9998205466
OCRL	GRB2	0.9491174449
PTPN18	ABL1	0.9999552553
ATM	ABL1	5.17231486736174E-005
ABI2	ABL1	0.9037320608
ABL1	PLSCR1	0.0244961729
POLR2A	ABL1	4.20349232940892E-007
CTNND2	ABL1	0.9787529113
EVL	ABL1	0.9999999999
YTHDC1	ABL1	0.9799019345
ABL1	GPX1	0.9500663828
NEDD9	ABL1	1
PALLD	ACTN2	0.9975075731
ELK1	GRB2	0.0117997978
SORBS2	ABL1	0.999999176
CABLES2	ABL1	0.7821730601
SHD	ABL1	0.7765311653
ZDHHC16	ABL1	0.7765311653
CABLES1	ABL1	0.4365732461
DOK3	ABL1	0.9999722246
ABL1	ABI1	1
LPHN1	ANKS1A	0.602920958
ABL1	RAD52	0.0480488601
CREBBP	MYB	1
SYN1	GRB2	0.9997330223
CEBPE	MYB	0.9999964079
SND1	MYB	0.9999650488
EP300	MYB	1
TTF2	MYB	0.0128192893
MYBBP1A	MYB	0.9996580371
HIPK2	MYB	0.9999992671
UBE2I	MYB	1
NLK	MYB	0.8750719496
LPHN1	DLG4	0.9998756379
PTPN12	GRB2	1
TFRC	TF	0.1739523331
TFR2	TF	0.7715603245
HFE	TFRC	0.972147505
RANBP9	TFRC	0.3548405516
LPHN1	ROS1	0.9973835209
GABARAP	TFRC	0.7600436593
PDGFB	HRAS	0.9234637036
SRC	HRAS	1
SYK	GRB2	1
IRAK1	HRAS	0.0181261058
ARAF	HRAS	0.1013486968
RAPGEF1	HRAS	0.9999972886
TIAM1	HRAS	0.9999926359
CAV1	HRAS	1
MAPK8	HRAS	0.0021574518
PIK3CG	HRAS	0.9999999995
SOS2	HRAS	0.9999999992
DGKZ	HRAS	0.9999697867
RALGDS	HRAS	0.9143420168
PDE6D	HRAS	0.9999999804
GRIN2D	HRAS	1
SHOC2	HRAS	0.2823323082
PIK3CD	HRAS	0.999999341
IRAK2	HRAS	0.0289678433
RASGRP1	HRAS	0.9500663828
RABAC1	HRAS	0.0002362946
BRAP	HRAS	0.6886346143
RASSF1	HRAS	0.677901507
RIN1	HRAS	0.6746719032
MST1R	GRB2	0.9991527328
IKZF3	HRAS	0.1321832033
LPHN1	DLG3	0.9998756379
RASSF5	HRAS	0.6725990759
GPSM2	HRAS	0.1702319587
ICMT	HRAS	0.7821730601
RASGRP4	HRAS	0.6029959478
RGL4	HRAS	0.3635927694
RAP1GDS1	HRAS	0.6746719032
TTC1	HRAS	0.4365732461
RGL1	HRAS	0.4682378421
TEK	GRB2	1
RASIP1	HRAS	0.8702290045
RASSF2	HRAS	0.6029959478
RIT2	HRAS	0.6746719032
ZBTB12	HRAS	0.6029959478
GRIN1	HRAS	1
PDE6D	GRK1	0.9224807107
FES	FES	NA
BCAR1	FES	1
RASA3	FES	0.9628512586
DPYSL5	FES	0.219231286
MAPK14	GRB2	1.45770830056777E-008
PLXNA1	FES	0.9922438762
HSH2D	FES	0.9500663828
PDE6D	GRK7	0.7765311501
ART1	PDGFB	0.7170983458
PDAP1	PDGFB	0.8057333101
BMPR2	MOS	0.6780702236
PDE6D	RAB8A	0.3642033857
HDAC6	TUBB	0.6527826194
HDAC6	TUBA1B	0.2416628563
GMEB1	CASP9	0.9691754668
RAPGEF1	GRB2	0.9999972886
PIK3CG	KRAS	0.1196299832
RALGDS	KRAS	0.1093827202
SHOC2	KRAS	0.4872164216
RASSF5	KRAS	0.0473409197
RASGRP2	KRAS	0.1453701237
RAP1GDS1	KRAS	0.0311015639
RASSF2	KRAS	0.4620476109
KRAS	CALM1	0.9987729369
TUBA4A	MYC	2.14944653782749E-007
SHB	GRB2	1
YY1	MYC	0.9999999996
MXD1	MYC	0.9999696997
TIAM1	MYC	0.0004479226
MAPK8	MYC	1
BIN1	MYC	0.0002039018
SMAD2	MYC	0.0012262572
GMEB1	CASP8	0.2147510464
TFAP2B	MYC	0.9996580371
SMARCB1	MYC	0.774806917
GTF2I	MYC	0.9896874101
MYPN	ACTN2	0.9998756379
VAV2	GRB2	0.9999991155
TP73	MYC	0.9999999475
CCNT1	MYC	0.9999999962
MAPK7	MYC	0.9729994456
TUBA3C	MYC	0.1207986221
TUBA1A	MYC	0.0964121554
TUBA1B	MYC	0.242339082
CDC6	MYC	0.9999999604
DNMT3A	MYC	0.9999987726
SUPT3H	MYC	0.6801626016
TRRAP	MYC	0.9999988584
SHC1	GRB2	1
SMAD3	MYC	0.0012262572
NMI	MYC	0.9997585546
ZBTB17	MYC	0.9999999522
PFDN5	MYC	0.9126718041
ACTL6A	MYC	0.9933434434
FEZ1	BRD1	0.9533692651
TUBA8	MYC	0.4878150014
MYCBP	MYC	0.0343660048
RAGE	MYC	0.9672875826
EPHB1	GRB2	0.9999996907
MYCBP2	MYC	0.3146455849
SPAG9	MYC	0.9841710008
MINA	MYC	0.6801626016
MYC	CDK1	1
DDR2	SRC	0.7821730601
SRC	VCL	1
EFNB1	SRC	0.9999513298
SRC	PRKCI	0.9999903338
SRC	BMX	0.9999967591
PTK2	GRB2	1
WAS	SRC	1
ARR3	SRC	0.0799321616
SYN1	SRC	0.9997330223
MATK	SRC	0.9999552553
SRC	TXK	0.999821217
SYK	SRC	1
MST1R	SRC	0.9991527328
EPS8	SRC	0.9938116703
SHB	SRC	1
TYRO3	SRC	0.9972811912
CDKN1B	GRB2	0.103503265
SLC9A2	SRC	0.9992961172
STAT1	SRC	1
SRC	SHC1	1
SRF	SRC	1.4919313018934E-006
TIAM1	SRC	0.9999926359
SRC	HNRNPK	0.9999893766
SRC	PTK2	1
SRC	INPPL1	0.9999999846
MYLK	SRC	0.9672936377
EPHB2	SRC	1
EDN1	UBQLN4	0.9999999038
SRC	CAV1	1
SRC	CAV2	0.9999986149
TUB	SRC	0.9999552553
PTK2B	SRC	1
DAB2	SRC	0.9323333541
YWHAB	SRC	2.25843181279512E-014
PKD1	SRC	0.999961757
STAT5A	SRC	1
SRC	GRB10	0.9999999382
SMARCB1	SRC	0.0174636764
PTPRE	GRB2	0.9982590014
PRKACA	SRC	0.000387088
SRC	GTF2I	0.8031968966
KIFAP3	SRC	0.9944582875
TRAF6	SRC	1.26098532327308E-010
SRC	DNM1	1
KHDRBS1	SRC	1
PXN	SRC	1
SRC	RGS16	0.7289338996
SRC	ADAM12	0.9999513298
NPHS1	SRC	0.9999972886
GHR	GRB2	1
ARHGAP1	SRC	0.9999997398
TRIP6	SRC	0.0607282843
SRC	BCAR1	1
SMARCE1	SRC	0.0289678433
PTPN21	SRC	0.9897649452
SRC	DAB1	0.9999999985
TRPC6	SRC	0.9999722246
CD2AP	SRC	1
SRC	STAT5B	1
SRC	MPZL1	0.8725121593
SNTA1	GRB2	0.9999999985
TRAT1	SRC	0.9999986149
SKAP1	SRC	0.9999722246
SRC	PAK2	1
YWHAE	SRC	4.2572151243065E-007
SRC	PDPK1	0.8378933475
SRC	GRLF1	0.6029959478
YWHAG	SRC	6.62684689972505E-008
TRPV4	SRC	0.9999998409
SRC	PRKD1	0.9999981901
ADAM15	SRC	1
BCL2A1	GRB2	0.9925102313
ASAP1	SRC	0.9999889324
GAB2	SRC	0.9999999996
PTPN18	SRC	0.9999552553
GAB3	SRC	0.9999937972
GIT1	SRC	0.4339099473
PTPN2	SRC	0.9999990751
SRC	STAP2	0.9887572167
GUCY2C	SRC	0.8725121593
KCNA5	SRC	0.9998756379
PDE6G	SRC	0.9831156401
SSX2IP	ACTN2	0.9897649452
TUB	GRB2	0.9999552553
MT-ND2	SRC	0.7765311653
SRC	KCNB1	0.9999513298
SRC	AFAP1	0.9993520831
CBLC	SRC	0.9999722246
SH3BP1	SRC	0.9972811912
SH3PXD2A	SRC	0.9628512586
EVL	SRC	0.9999999999
YTHDC1	SRC	0.9799019345
-	SRC	5.79647345113651E-018
ANKRD11	SRC	0.5978374192
PTK2B	GRB2	1
KCNQ5	SRC	0.219231286
DOK4	SRC	0.9999937972
CEACAM3	SRC	0.9628512586
SRC	CDCP1	0.7821730601
MAPK15	SRC	0.8702290045
FARP2	SRC	0.6029959478
WBP11	SRC	0.9999907377
FEZ1	TLK2	0.9673096608
FEZ1	WWC1	0.3267051327
FEZ1	CLASP2	0.999710393
DAB2	GRB2	0.9323333541
AGTR2	ERBB3	0.4365732461
ERBB4	ERBB3	1
SHC1	ERBB3	1
IL6ST	ERBB3	1
PTK2	ERBB3	1
GRB7	ERBB3	0.9999999422
PTK6	ERBB3	0.9975075731
PA2G4	ERBB3	0.6062620008
RGS4	ERBB3	0.079695988
NRG2	ERBB3	0.9500663828
SOS2	GRB2	0.9999999992
PTGES3	ERBB3	0.1196299833
CD82	ERBB3	1
TGFB1	TGFB1	NA
TGFBR1	TGFB1	1
TGFBR2	TGFB1	1
TGFB2	TGFB1	1
VTN	TGFB1	0.3727052471
ITGAV	TGFB1	0.9999999999
BGN	TGFB1	0.9999999785
FMOD	TGFB1	0.9982090601
GRB7	GRB2	0.9999999422
TGFBR3	TGFB1	0.9999999991
FCN1	TGFB1	0.9852495309
ACVRL1	TGFB1	0.9999999529
LTBP3	TGFB1	0.9730465772
DAXX	TGFB1	0.0189956828
EIF3I	TGFB1	0.7473974864
ITGB8	TGFB1	0.9593304724
LTBP4	TGFB1	0.6780702236
YWHAE	TGFB1	0.0730950209
PZP	TGFB1	0.9999967982
RAPSN	GRB2	0.9994432301
VASN	TGFB1	0.9982090601
TGFBR1	TGFBR1	NA
TGFBR2	TGFBR1	1
TGFB2	TGFBR1	1
TGFB3	TGFBR1	0.9999999993
AMHR2	TGFBR1	0.9982090601
AP2B1	TGFBR1	1
CAV1	TGFBR1	0.0008631849
DAB2	TGFBR1	0.9997317691
ACVRL1	TGFBR1	0.9999999529
LCP2	GRB2	1
TGFBR1	SMAD2	1
TGFBR1	SMAD1	1
SMAD7	TGFBR1	1
SMAD3	TGFBR1	1
PIK3R2	TGFBR1	0.0859375547
BMPR1B	TGFBR1	1
ZFYVE9	TGFBR1	1
STRAP	TGFBR1	1
SMURF2	TGFBR1	1
